id	url	title	author	description	level	totalTime	prepTime	inactiveTime	cookTime	yield	ingredients	directions
8a0c7d4f796d335990ee5f28bac632bd	https://www.foodnetwork.com/recipes/109-chestnut-chicken-sandwich-5185146	109 Chestnut Chicken Sandwich			Intermediate	-1	-1	-1	-1	4 servings	5 or 6 boneless, skinless chicken breasts (about 2 pounds)__2 tablespoons vegetable oil__1/2 teaspoon dried basil__1/2 teaspoon dried oregano__1/4 teaspoon granulated garlic__Kosher salt and freshly ground black pepper__Olive oil__1 medium yellow onion, sliced__1/4 teaspoon dried thyme__2 cups sliced button mushrooms__1 cup mayonnaise__1 chipotle chile in adobo, plus 1/4 teaspoon sauce from the can__4 loaves crusty French bread, split and toasted__8 slices provolone cheese	Preheat oven to 350 degrees F.__On a baking sheet, rub the chicken breasts with the vegetable oil and sprinkle with the basil, oregano, granulated garlic and 1/4 teaspoon each salt and pepper. Bake until the breasts reach an internal temperature of 160 degrees F on an instant-read thermometer, about 20 minutes. Let cool.__Meanwhile, heat 3 tablespoons olive oil in a saute pan over medium-high heat. When hot, add the onions, thyme, 1/2 teaspoon salt and 1/4 teaspoon pepper. Cook, stirring often, until the onions are caramelized, 8 to 10 minutes.__In a separate saute pan, heat another 3 tablespoons olive oil. When hot, add the mushrooms and 1/2 teaspoon each salt and pepper. Saute for 7 minutes.__Pulse the mayonnaise with the chipotle and sauce in a food processor until blended.__Slice the cooled chicken breasts as thinly as possible.__On a baking sheet, make four piles of chicken, caramelized onions and mushrooms. Top each pile with 2 slices of provolone and place in the oven until melted. Transfer the stacks to the toasted bread and top with chipotle mayonnaise.
a92dd60ef2943403f9fe7c15746bac31	https://www.foodnetwork.com/recipes/food-network-kitchen/15-minute-cheesy-polenta-with-chunky-tomato-ragu-3676444	15Minute Cheesy Polenta with Chunky Tomato Ragu	Food Network Kitchen	This quick homemade tomato ragu is packed with vegetables and takes just a few minutes longer than warming up a jar of sauce. Finely chopping the vegetables in a food processor cuts down the cooking time tremendously. Serve it over quick-cooking creamy polenta for a complete meal that's ready in 15 minutes.	Easy	-1	-1	-1	-1	4 servings	1 1/2 cups whole milk__Kosher salt__6 tablespoons extra-virgin olive oil__1/2 pound mild Italian sausage, casings removed__1 small yellow onion__1 1/2 cups baby carrots__2 cloves garlic__1 cup quick-cooking polenta__2 tablespoons unsalted butter__1 1/2 cups shredded Italian cheese blend__One 28-ounce can diced tomatoes__Pinch crushed red pepper flakes, or more to taste__6 cups spring greens mix__1 small lemon	Place a large high-sided skillet over medium-high heat. Combine the milk, 3 1/2 cups water and a large pinch of salt in a medium saucepan, cover and set it over medium-high heat.__When the large skillet is hot, add 2 tablespoons of the oil and swirl the pan to coat. Add the sausage and cook, using a wooden spoon to break up the meat, until lightly browned in parts, about 3 minutes. Meanwhile, cut the onion into large chunks.__Add the onion, carrots and garlic to a food processor and pulse until finely chopped. Add 2 tablespoons of olive oil, the vegetables and a large pinch of salt to the pan with the sausage and cook until the vegetables are slightly softened, about 3 minutes.__By this time, the milk and water mixture should be at a strong simmer. Whisk in the polenta and lower the heat to medium-low. Cook, stirring frequently, until the polenta is thickened and creamy, about 3 minutes. Stir in the butter and cheese and season with additional salt if needed. Remove from the heat and cover to keep warm.__When the vegetables are slightly softened, stir in the tomatoes and red pepper flakes. Cook, uncovered, stirring occasionally, until the vegetables are completely tender and the juice from the tomatoes has reduced slightly, 6 to 8 minutes. Season to taste with additional salt and red pepper flakes if desired.__Divide the polenta (if the polenta is too thick, whisk in 1/4 to 1/2 cup warm water to thin it out) among 4 bowls and top with the chunky tomato ragu. Toss the greens in a large bowl with the remaining olive oil, a squeeze of lemon juice, and some salt and pepper and serve on the side.
c37d4ce9ede5288e4e65d93ae9d35bd6	https://www.foodnetwork.com/recipes/rachael-ray/10-minute-fruit-tart-recipe-1941411	10 Minute Fruit Tart	Rachael Ray		Easy	10	10	-1	-1	6 servings	1 box vanilla or lemon flavor instant pudding mix__1 orange, zested__1/2 cup seedless raspberry or blackberry preserves__1 prepared graham cracker crust, found on baking aisle__1/2 pint raspberries__1/2 pint blackberries or blueberries, your preference__6 large strawberries, sliced__2 tablespoons chopped fresh mint, optional	Make pudding according to package directions and let stand 5 minutes. Stir orange zest into the pudding. Spread a thin layer of preserves across the bottom of graham cracker crust. Top with pudding. Arrange fruit on pudding, then sprinkle pie with mint, if desired.
7c03d82ae720e69fe0c7bad64a08b73f	https://www.foodnetwork.com/recipes/alton-brown/10-minute-apple-sauce-recipe-1950796	10 Minute Apple Sauce	Alton Brown		Easy	-1	-1	-1	-1	1 quart	3 Golden Delicious apples, peeled, cored, and quartered__3 Fuji apples, peeled, cored, and quartered__1 cup unfiltered apple juice__2 tablespoons cognac or brandy__2 tablespoons butter__3 tablespoons honey__1/2 teaspoon ground cinnamon	In a sealable microwave-safe container, combine apples with all other ingredients. Close lid, leaving one corner of lid open to allow steam to escape. Microwave on high for 10 minutes.__Using a hand blender or potato masher, blend to desired consistency. Serve hot immediately or chill for later use.
815f5d1d3c81923f1f4a12d5135b3838	https://www.foodnetwork.com/recipes/2-tomato-basil-bruschettas-recipe-1965152	2 Tomato Basil Bruschettas			Easy	-1	-1	-1	-1		1 thick baguette, about 22-inches long, end trimmed, loaf angle cut into 36 1/2-inch slices__1/3 cup olive oil__2 large ripe tomatoes, about 1 pound total, trimmed, seeded and diced (1/4-inch)__1/4 cup finely chopped fresh basil__2 tablespoons drained small (nonpareil) capers__1 tablespoon cold pressed extra virgin olive oil__1 tablespoon minced lemon zest__2 garlic cloves, peeled and crushed through a press__Salt and freshly ground pepper__2 large ripe yellow tomatoes, (1 pound), trimmed, seeded and diced (1/4-inch)__3 ounces smoked mozzarella, diced (1/4-inch), at room temperature__1/4 cup chopped drained pimento stuffed green olives__1/4 cup chopped fennel bulb__1/4 cup finely chopped fresh basil__1 tablespoon cold pressed extra virgin olive oil__2 garlic cloves, peeled and crushed through a press__Salt and freshly ground black pepper	Adjust the seasoning on both tomato mixtures. Serve them, accompanied by the grilled bread slices, letting guests top their bruschettas to taste.;
da54d08b35689ac8244659e36ac1b280	https://www.foodnetwork.com/recipes/alton-brown/10-minute-apple-sauce-recipe2-1938289	10 Minute Apple Sauce	Alton Brown			-1	-1	-1	-1	1 quart	3 Golden Delicious apples, peeled, cored, and quartered__3 Fuji apples, peeled, cored, and quartered__1 cup unfiltered apple juice__2 tablespoons cognac or brandy__2 tablespoons butter__3 tablespoons honey__1/2 teaspoon ground cinnamon	In a sealable microwave-safe container, combine apples with all other ingredients. Close lid, leaving one corner of lid open to allow steam to escape. Microwave on high for 10 minutes.__Using a hand blender or potato masher, blend to desired consistency. Serve hot immediately or chill for later use.
312c823ce1ee1048ceda462474cb0ee7	https://www.foodnetwork.com/recipes/1946-apple-buckwheat-pancakes-recipe-1913312	1946 Apple Buckwheat Pancakes				25	5	5	15	about 12 pancakes	2 cups of your favorite pancake mix__1/4 cup buckwheat pancake mix__1 1/4 cups water__1 Granny Smith apple, diced__Butter and maple syrup	Heat pan or griddle. Stir together pancake mixes and water and let stand for 5 minutes. Ladle about 3 ounces of batter on griddle and distribute apple over exposed side. Turn when bubbles start to break, taking care not to pat the pancakes. Cook until they spring back when touched. Serve with butter and your favorite maple syrup.
a9ffbb0aab63da4babb9a05b1dc4ecf4	https://www.foodnetwork.com/recipes/robert-irvine/19th-hole-nectarines-with-lemon-cream-recipe-1949689	19th Hole Nectarines with Lemon Cream	Robert Irvine		Advanced	130	25	90	15	6 servings	1/2 cup brandy__6 nectarines, skin left on, halved, pit removed__1 tablespoon sugar, to flambe__1/2 cup milk__1/2 cup heavy cream__1 vanilla pod or 3 teaspoons vanilla extract__1 tablespoon lemon liqueur or 3 teaspoons lemon extract (recommended: Limoncello)__1/4 cup sugar, for lemon cream__4 egg yolks__1 tablespoon finely grated lemon zest__1 pint blackberries	Pour brandy over nectarines and soak for about 30 minutes.__For the lemon cream: Pour the milk and heavy cream into a heavy bottomed saucepot and add vanilla and lemon liqueur. Add half the sugar to the pot and bring to a simmer (just below a boil). In a small bowl whisk together the egg yolks and the rest of the sugar and temper it by adding a small amount of the heated milk mixture to the bowl while whisking constantly (known as a liaison). Now pour the liaison (egg mixture) into the milk pot, stirring constantly. You are only heating it. Do not boil. Do not cook. The idea of a liaison is to incorporate the eggs and avoid making them into scrambled eggs! You want the mixture to begin to thicken so it will coat the back of a spoon. Remove from heat and whisk in lemon zest, and allow to cool, then remove vanilla pod and discard, and refrigerate until chilled.__Place nectarines cut side up in a pan and sprinkle with 1 tablespoon sugar. Spoon brandy around nectarines, cover and heat nectarines and brandy briefly. Then remove cover and spoon warmed brandy over nectarines. * Remove from the heat and ignite with a long match to flambe. Alternatively, you can grill the brandy soaked nectarines until they begin to caramelize. Allow nectarines to cool to room temperature.__Place 2 nectarines on each serving dish, and top with lemon cream and blackberries.
b5b67575616bde89345fdbd6c299b611	https://www.foodnetwork.com/recipes/food-network-kitchen/15-minute-chicken-rice-and-grape-salad-3363103	15Minute Chicken Rice and Grape Salad	Food Network Kitchen	Brown rice makes a nutty, chewy base for this salad and is a nice foil for sweet grapes and fresh greens. Using frozen precooked rice makes the whole dish doable in 15 minutes. The creamy dressing comes together quickly in the blender.	Easy	15	10	-1	5	4 servings	3 cups store-bought frozen precooked or leftover brown rice__1/2 cup 2 percent Greek yogurt__2 tablespoons olive oil__1 teaspoon lemon zest, plus 2 tablespoons lemon juice__1 tablespoon mayonnaise__1 small shallot, roughly chopped__1 small clove garlic, roughly chopped__Kosher salt and freshly ground black pepper__1/2 cup walnut pieces__1/2 rotisserie chicken, skin removed and meat shredded (about 3 cups)__2 cups small seedless red grapes__1/2 cup loosely packed flat-leaf parsley leaves__4 cups loosely packed baby spinach	Put the frozen rice in a medium glass mixing bowl, and break it up using a fork. Drape a damp paper towel directly over the rice, and microwave until the rice is warmed through and softened, 2 to 3 minutes.__Meanwhile, puree the yogurt, oil, lemon zest and juice, mayonnaise, shallots, garlic, 1 1/2 teaspoons salt and a few grinds of pepper in a small food processor or a blender until smooth. Toast the walnuts in a small skillet over medium heat until fragrant and just starting to brown, about 2 minutes.__Combine the chicken, grapes, parsley and spinach in a large bowl, and toss with half the dressing. Add the warmed rice and toasted walnuts, toss again and serve with the remaining dressing.
8d82ad00c74fea333b07f25e4f40006f	https://www.foodnetwork.com/recipes/food-network-kitchen/10-minute-ice-cream-pops-3666655	10Minute Ice Cream Pops	Food Network Kitchen	You never have to settle for just a scoop again when chocolate-dipped pops can be whipped up in a matter of minutes. Take a pint of your favorite ice cream flavor, slice it into frozen rounds, dunk it in a chocolate shell and wait a few seconds for it to harden. For a thicker chocolate coating, dip twice!	Easy	-1	-1	-1	-1	6 ice cream pops	8 ounces semisweet chocolate__1/2 cup refined coconut oil (see Cook's Note)__1/4 teaspoon pure vanilla extract, optional__2 round cardboard pints of your favorite ice cream	Line a baking sheet with parchment paper and put in the freezer. Combine the chocolate, coconut oil and vanilla extract in a medium microwave-safe bowl. Microwave for 15 second increments, stirring with a spoon in between, until the chocolate is three-quarters of the way melted. Then stir the mixture until the chocolate melts completely. Set aside.__Remove the ice cream pints from the freezer and discard the lid. Using a serrated knife, slice off a very thin piece from the side of the container so that it sits flat on a cutting board. With the container on its side, slice crosswise into 3 equal rounds. Remove the cardboard from each round and insert a wooden ice pop stick through the cut side. Dip into the melted chocolate and lay flat on the chilled baking sheet (see Cook's Note). Let harden in the freezer for 30 seconds and serve, or wrap individually with plastic and freeze for up to 2 weeks.
